,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,PRICE_IN_LACS,RATIO
207,Dealer,1,1,3,BHK,1237.113402,0,1,Pune,18.669919,73.853723,54,22.9095074444444
208,Owner,0,0,2,BHK,1030.21978,1,1,Pune,18.52361,73.84778,45,22.8937728888889
209,Owner,0,0,2,BHK,801.0986496,1,1,Pune,18.52361,73.84778,35,22.8885328457143
210,Dealer,0,1,2,BHK,925.9259259,1,1,Pune,18.669919,73.853723,40.5,22.8623685407407
211,Dealer,0,1,2,BHK,913.033554,1,1,Pune,18.5823,73.983,40,22.82583885
212,Dealer,0,1,2,BHK,935.0057013,1,1,Pune,18.5823,73.983,41,22.805017104878
213,Owner,0,0,1,BHK,591.9854281,1,1,Pune,18.505752,74.117056,26,22.7686703115385
214,Dealer,0,0,2,BHK,1318.181818,1,1,Pune,18.440853,73.90536,58,22.7272727241379
215,Dealer,1,1,2,BHK,1155.505108,0,1,Pune,18.669919,73.853723,50.9,22.7014755992141
216,Dealer,1,1,2,BHK,973.8933031,0,1,Pune,19.085225,73.661835,42.9,22.7014755967366
217,Dealer,0,1,2,BHK,925,1,1,Pune,18.669919,73.853723,40.7,22.7
218,Owner,0,0,1,BHK,500,1,1,Pune,18.430375,73.815337,22,22.7
219,Dealer,0,1,2,BHK,877.1532185,1,1,Pune,18.669919,73.853723,38.7,22.6654578423773
220,Dealer,0,1,3,BHK,1245.189042,1,1,Pune,18.440853,73.90536,55,22.6398007636364
221,Owner,0,0,1,BHK,860.1177003,1,1,Pune,18.53,73.84,38,22.6346763236842
222,Dealer,0,1,2,BHK,936.2279512,1,1,Pune,18.595456,73.946088,41.4,22.6142017198068
223,Owner,0,0,1,BHK,610.0316313,1,1,Pune,18.52361,73.84778,27,22.5937641222222
224,Dealer,1,1,2,BHK,876.4400271,0,1,Pune,18.669919,73.853723,38.8,22.588660492268
225,Owner,0,0,2,BHK,700.0903342,1,1,Pune,18.52783,73.875757,31,22.5835591677419
226,Owner,0,0,1,BHK,677.0480704,1,1,Pune,18.595456,73.946088,30,22.5682690133333
227,Dealer,0,1,2,BHK,969.9977442,1,1,Pune,18.5823,73.983,43,22.5580870744186
228,Dealer,1,1,2,BHK,808.0126041,0,1,Pune,18.669919,73.853723,35.9,22.5073148774373
229,Dealer,0,1,1,BHK,675.0675068,1,1,Pune,18.486057,73.973718,30,22.5022502266667
230,Dealer,0,1,4,BHK,4500.450045,1,1,Pune,18.475864,73.890009,200,22.502250225
231,Owner,0,1,2,BHK,900.090009,1,1,Pune,18.744775,73.823649,40,22.502250225
232,Dealer,0,0,2,BHK,944.8818898,1,1,Pune,18.452663,73.93104,42,22.497187852381
233,Dealer,0,1,2,BHK,875.1406074,1,1,Pune,18.669919,73.853723,38.9,22.4971878508997
234,Dealer,0,0,2,BHK,1113.109962,1,1,Pune,18.5823,73.983,49.5,22.4870699393939
235,Dealer,0,0,2,BHK,1190.208848,1,1,Pune,18.5823,73.983,53,22.4567707169811
236,Dealer,0,0,2,BHK,751.9640853,1,1,Pune,18.52361,73.84778,33.5,22.4466891134328
237,Dealer,1,0,2,BHK,998.8776655,0,1,Pune,18.5438,73.9438,44.5,22.4466891123596
238,Dealer,0,1,3,BHK,1300.156915,1,1,Pune,18.5823,73.983,58,22.4164985344828
239,Owner,0,1,1,BHK,560.0358423,1,1,Pune,18.5823,73.983,25,22.401433692
240,Dealer,0,1,3,BHK,1290.033595,1,1,Pune,18.669919,73.853723,57.6,22.3964165798611
241,Dealer,0,0,2,BHK,890.0582176,1,1,Pune,18.49667,73.94167,39.75,22.3914017006289
242,Dealer,0,0,2,BHK,1116.830797,1,1,Pune,18.5823,73.983,49.9,22.3813786973948
243,Dealer,0,0,3,BHK,1454.138702,1,1,Pune,18.452663,73.93104,65,22.3713646461538
244,Dealer,0,1,2,BHK,1050.044683,1,1,Pune,18.5823,73.983,47,22.3413762340426
245,Dealer,1,1,2,BHK,983.0205541,0,1,Pune,18.637802,73.745912,44,22.3413762295455
246,Owner,0,0,3,BHK,1472.885517,1,1,Pune,18.52361,73.84778,66,22.3164472272727
247,Dealer,1,1,2,BHK,874.8047311,0,1,Pune,18.669919,73.853723,39.2,22.3164472219388
248,Owner,0,0,1,BHK,556.916908,1,1,Pune,26.499004,83.77938,25,22.27667632
249,Dealer,0,0,1,BHK,690.1157614,1,1,Pune,18.52361,73.84778,31,22.2617987548387
250,Dealer,0,1,2,BHK,1043.980453,1,1,Pune,18.452663,73.93104,47,22.2123500638298
251,Dealer,0,1,1,BHK,600,1,1,Pune,18.570308,74.022479,27,22.2
252,Dealer,0,0,1,BHK,600,1,1,Pune,19.910551,74.283241,27,22.2
253,Owner,0,0,1,BHK,554.0780142,1,1,Pune,18.49667,73.94167,25,22.163120568
254,Dealer,0,1,1,BHK,673.7588652,1,1,Pune,18.669919,73.853723,30.4,22.1631205657895
255,Dealer,1,0,1,BHK,575.9858219,0,1,Pune,18.5823,73.983,26,22.1533008423077
256,Dealer,0,0,2,BHK,930.0265722,1,1,Pune,18.49667,73.94167,42,22.1434898142857
257,Owner,0,0,1,BHK,574.8397082,1,1,Pune,18.64325,73.845858,26,22.1092195461538
258,Dealer,0,0,2,BHK,950.0662837,1,1,Pune,18.49667,73.94167,43,22.0945647372093
259,Dealer,0,1,2,BHK,905.0772627,1,1,Pune,18.452663,73.93104,41,22.0750551878049
260,Dealer,0,0,2,BHK,905.0772627,1,1,Pune,18.49667,73.94167,41,22.0750551878049
261,Dealer,0,1,2,BHK,1290.251434,1,1,Pune,18.452663,73.93104,58.5,22.0555800683761
262,Owner,0,0,1,BHK,595.1068988,1,1,Pune,17.926,73.8013,27,22.0409962518519
263,Dealer,1,0,2,BHK,1151.22166,0,1,Pune,18.669919,73.853723,52.3,22.0118864244742
264,Dealer,0,0,1,BHK,550.0550055,1,1,Pune,18.52361,73.84778,25,22.00220022
265,Dealer,0,0,2,BHK,1097.213079,1,1,Pune,18.475864,73.890009,50,21.94426158
266,Dealer,0,0,2,BHK,1096.972356,1,1,Pune,18.475864,73.890009,50,21.93944712
267,Owner,0,0,1,BHK,679.9736784,1,1,Pune,18.5823,73.983,31,21.9346347870968
268,Dealer,0,0,2,BHK,832.9679965,1,1,Pune,18.595456,73.946088,38,21.9202104342105
269,Dealer,1,0,3,BHK,1424.813678,0,1,Pune,18.5853,73.7413,65,21.9202104307692
270,Owner,1,1,2,BHK,876.0402979,0,1,Pune,18.744775,73.823649,40,21.9010074475
271,Owner,0,0,1,BHK,591.0683012,1,1,Pune,18.347616,73.586463,27,21.891418562963
272,Dealer,0,1,1,BHK,689.1271057,1,1,Pune,18.637802,73.745912,31.5,21.8770509746032
273,Dealer,0,1,3,BHK,1422.008313,1,1,Pune,18.440853,73.90536,65,21.8770509692308
274,Dealer,0,0,2,BHK,1049.868766,1,1,Pune,18.5438,73.9438,48,21.8722659583333
275,Dealer,0,0,1,BHK,645.0907501,1,1,Pune,18.49667,73.94167,29.5,21.8674830542373
276,Dealer,0,0,3,BHK,1485.689316,1,1,Pune,18.452663,73.93104,68,21.8483722941176
277,Dealer,1,1,3,BHK,1183.664556,0,1,Pune,18.669919,73.853723,54.2,21.8388294464945
278,Dealer,1,1,3,BHK,1160.811695,0,1,Pune,18.669919,73.853723,53.2,21.8197687030075
279,Owner,0,0,2,BHK,872.029649,1,1,Pune,19.164548,73.527868,40,21.800741225
280,Dealer,1,1,1,BHK,651.8904824,0,1,Pune,18.651598,73.735448,30,21.7296827466667
281,Dealer,1,0,3,BHK,1194.872909,0,1,Pune,18.637802,73.745912,55,21.7249619818182
282,Dealer,0,0,2,BHK,1476.01476,1,1,Pune,18.475864,73.890009,68,21.7060994117647
283,Dealer,0,0,2,BHK,868.0555556,1,1,Pune,18.637802,73.745912,40,21.70138889
284,Dealer,0,0,2,BHK,1000,1,1,Pune,18.5823,73.983,46,21.7
285,Dealer,0,0,2,BHK,1082.194752,1,1,Pune,18.506719,73.664636,49.9,21.6872695791583
286,Owner,0,1,2,BHK,910.8653221,1,1,Pune,18.5084,73.6892,42,21.6872695738095
287,Dealer,0,0,1,BHK,648.1682202,1,1,Pune,18.539235,73.875126,29.9,21.6778668963211
288,Dealer,0,1,1,BHK,650.0541712,1,1,Pune,18.486657,73.953309,30,21.6684723733333
289,Dealer,1,1,2,BHK,715.0595883,0,1,Pune,18.669919,73.853723,33,21.6684723727273
290,Dealer,0,0,1,BHK,692.940667,1,1,Pune,18.651598,73.735448,32,21.65439584375
291,Dealer,0,0,1,BHK,625,1,1,Pune,18.452663,73.93104,29,21.6
292,Dealer,0,0,2,BHK,917.9265659,1,1,Pune,18.637802,73.745912,42.5,21.5982721388235
293,Dealer,0,1,3,BHK,1726.370306,1,1,Pune,18.52361,73.84778,80,21.579628825
294,Owner,0,0,1,BHK,550.0431406,1,1,Pune,18.47248,73.834208,25.5,21.5703192392157
295,Dealer,0,1,3,BHK,1724.137931,1,1,Pune,18.5823,73.983,80,21.5517241375
296,Owner,0,0,1,BHK,560.1034037,1,1,Pune,19.11667,73.73333,26,21.5424386038462
297,Dealer,0,0,1,BHK,579.8969072,1,1,Pune,18.49667,73.94167,27,21.4776632296296
298,Dealer,0,1,2,BHK,987.1244635,1,1,Pune,18.651598,73.735448,46,21.4592274673913
299,Owner,0,0,2,BHK,1180.004291,1,1,Pune,18.5853,73.7413,55,21.4546234727273
300,Dealer,1,1,2,BHK,911.8214975,0,1,Pune,18.651598,73.735448,42.5,21.4546234705882
301,Owner,0,1,2,BHK,1072.041166,1,1,Pune,18.427234,73.889969,50,21.44082332
302,Owner,0,0,1,BHK,750.1071582,1,1,Pune,18.6771,73.8966,35,21.4316330914286
303,Owner,0,0,2,BHK,919.982884,1,1,Pune,18.52361,73.84778,43,21.3949507906977
304,Dealer,0,1,3,BHK,1390.076989,1,1,Pune,18.669919,73.853723,65,21.3857998307692
305,Owner,0,0,2,BHK,830.1404853,1,1,Pune,18.61862,73.80373,39,21.2856534692308
306,Owner,0,0,2,BHK,850.1594049,1,1,Pune,18.5823,73.983,40,21.2539851225
307,Dealer,0,0,2,BHK,850.1594049,1,1,Pune,18.49667,73.94167,40,21.2539851225
308,Dealer,0,0,1,BHK,637.0779359,1,1,Pune,18.651598,73.735448,30,21.2359311966667
309,Dealer,0,1,2,BHK,849.0766292,1,1,Pune,18.452663,73.93104,40,21.22691573
310,Owner,0,1,1,BHK,658.0343876,1,1,Pune,18.4837,74.0265,31,21.2269157290323
311,Dealer,0,1,2,BHK,975.1960992,1,1,Pune,18.5823,73.983,46,21.1999152
312,Dealer,0,1,2,BHK,878.4928027,1,1,Pune,18.578765,73.890693,41.5,21.1685012698795
313,Dealer,1,1,2,BHK,988.1756757,0,1,Pune,18.669919,73.853723,46.8,21.1148648653846
314,Owner,0,0,2,BHK,800,1,1,Pune,18.595456,73.946088,38,21.1
315,Owner,0,0,2,BHK,800,1,1,Pune,18.452663,73.93104,38,21.1
316,Owner,0,0,1,BHK,400,1,1,Pune,19.11667,73.73333,19,21.1
317,Dealer,0,0,1,BHK,653.8704915,1,1,Pune,17.505115,74.58623,31,21.0925965
318,Dealer,0,1,2,BHK,780.096985,1,1,Pune,19.910551,74.283241,37,21.0837022972973
319,Owner,0,0,2,BHK,716.0909857,1,1,Pune,18.52361,73.84778,34,21.0614995794118
320,Dealer,0,1,3,BHK,1598.990112,1,1,Pune,18.5823,73.983,76,21.0393435789474
321,Owner,0,1,1,BHK,715.0368034,1,1,Pune,18.462505,73.852052,34,21.0304942176471
322,Dealer,1,1,2,BHK,1099.201345,0,1,Pune,18.651598,73.735448,52.3,21.0172341300191
323,Dealer,0,0,2,BHK,1050.199538,1,1,Pune,18.430375,73.815337,50,21.00399076
324,Dealer,0,0,1,BHK,651.1237135,1,1,Pune,17.505115,74.58623,31,21.0039907580645
325,Dealer,0,1,2,BHK,870.385906,1,1,Pune,18.595456,73.946088,41.5,20.9731543614458
326,Owner,0,1,1,BHK,670.8595388,1,1,Pune,18.452663,73.93104,32,20.9643605875
327,Dealer,0,0,1,BHK,649.8951782,1,1,Pune,18.52361,73.84778,31,20.9643605870968
328,Owner,0,0,2,BHK,880.1341157,1,1,Pune,18.4837,74.0265,42,20.9555741833333
329,Dealer,1,1,1,BHK,670.0167504,0,1,Pune,18.53,73.84,32,20.93802345
330,Dealer,0,1,2,BHK,834.8987685,1,1,Pune,18.49667,73.94167,40,20.8724692125
331,Dealer,0,0,1,BHK,669.8664441,1,1,Pune,18.637802,73.745912,32.1,20.8681135233645
332,Owner,0,0,2,BHK,834.028357,1,1,Pune,18.5823,73.983,40,20.850708925
333,Owner,0,0,2,BHK,1146.072098,1,1,Pune,18.52361,73.84778,55,20.8376745090909
334,Owner,0,1,2,BHK,1246.105919,1,1,Pune,18.623733,73.929052,60,20.7684319833333
335,Dealer,0,0,2,BHK,953.1703274,1,1,Pune,18.486057,73.973718,46,20.721094073913
336,Owner,0,0,1,BHK,725.0880464,1,1,Pune,18.595456,73.946088,35,20.7168013257143
337,Owner,0,0,2,BHK,911.1617312,1,1,Pune,18.608399,73.701287,44,20.7082211636364
338,Owner,0,0,2,BHK,703.0603805,1,1,Pune,18.52361,73.84778,34,20.6782464852941
339,Dealer,1,1,2,BHK,1099.627945,0,1,Pune,18.6182,73.7447,53.2,20.6696982142857
340,Owner,0,0,2,BHK,929.9442033,1,1,Pune,18.442587,73.829832,45,20.66542674
341,Dealer,1,1,2,BHK,1057.195953,0,1,Pune,18.669919,73.853723,51.2,20.6483584570313
342,Owner,0,1,2,BHK,660.0660066,1,1,Pune,18.623733,73.929052,32,20.62706270625
343,Owner,0,0,2,BHK,928.0263972,1,1,Pune,18.452663,73.93104,45,20.6228088266667
344,Dealer,1,0,2,BHK,1100.803958,0,1,Pune,18.6182,73.7447,53.4,20.614306329588
345,Owner,0,0,1,BHK,639.0434962,1,1,Pune,19.524064,75.057956,31,20.6143063290323
346,Owner,0,1,1,BHK,370.9810387,1,1,Pune,18.52417,73.61583,18,20.6100577055556
347,Owner,0,0,1,BHK,618.0469716,1,1,Pune,18.452663,73.93104,30,20.60156572
348,Owner,0,1,1,BHK,657.1899464,1,1,Pune,18.437138,73.794801,31.9,20.6015657178683
349,Dealer,1,1,2,BHK,1036.184211,0,1,Pune,18.669919,73.853723,50.4,20.5592105357143
350,Owner,0,0,2,BHK,781.0894142,1,1,Pune,18.486657,73.953309,38,20.5549845842105
351,Dealer,0,0,2,BHK,1027.115859,1,1,Pune,18.598477,73.903287,50,20.54231718
352,Owner,0,0,1,BHK,574.9486653,1,1,Pune,19.11667,73.73333,28,20.5338809035714
353,Owner,0,0,2,BHK,1375.205255,1,1,Pune,18.45466,73.871891,67,20.5254515671642
354,Dealer,0,0,2,BHK,1067.104453,1,1,Pune,18.5823,73.983,52,20.5212394807692
355,Owner,0,0,1,BHK,533.0053301,1,1,Pune,18.430375,73.815337,26,20.5002050038462
356,Dealer,1,1,1,BHK,631.018234,0,1,Pune,18.637802,73.745912,30.8,20.487605
357,Dealer,0,0,1,BHK,679.7706798,1,1,Pune,18.637802,73.745912,33.2,20.4750204759036
358,Dealer,0,0,2,BHK,1085.176085,1,1,Pune,18.475864,73.890009,53,20.4750204716981
359,Dealer,0,0,2,BHK,1084.953941,1,1,Pune,18.475864,73.890009,53,20.4708290754717
360,Dealer,0,0,2,BHK,1105.198526,1,1,Pune,18.49667,73.94167,54,20.4666393703704
361,Dealer,0,0,2,BHK,1023.12257,1,1,Pune,19.910551,74.283241,50,20.4624514
362,Dealer,0,0,2,BHK,980.1919543,1,1,Pune,19.910551,74.283241,48,20.4206657145833
363,Dealer,0,1,4,BHK,4900.959771,1,1,Pune,18.5438,73.9438,240,20.4206657125
364,Dealer,0,0,2,BHK,775.0356924,1,1,Pune,18.5823,73.983,38,20.3956761157895
365,Dealer,0,1,2,BHK,1080.089668,1,1,Pune,18.452663,73.93104,53,20.3790503396226
366,Owner,0,0,1,BHK,539.9348003,1,1,Pune,18.442587,73.829832,26.5,20.3748981245283
367,Dealer,1,1,2,BHK,813.0081301,0,1,Pune,18.637802,73.745912,40,20.3252032525
368,Dealer,1,1,2,BHK,1095.305832,0,1,Pune,18.669919,73.853723,53.9,20.3210729499072
369,Dealer,0,1,3,BHK,1483.136936,1,1,Pune,18.669919,73.853723,73,20.3169443287671
370,Owner,0,0,1,BHK,650.0101564,1,1,Pune,18.442587,73.829832,32,20.3128173875
371,Dealer,0,1,1,BHK,800,1,1,Pune,18.5853,73.7413,39.4,20.3
372,Dealer,0,0,2,BHK,1014.816318,1,1,Pune,18.475864,73.890009,50,20.29632636
373,Owner,0,0,2,BHK,750.0506791,1,1,Pune,18.559756,73.882438,37,20.2716399756757
374,Dealer,0,0,2,BHK,911.1156104,1,1,Pune,18.430375,73.815337,45,20.2470135644444
375,Owner,0,0,2,BHK,930.0444804,1,1,Pune,18.430375,73.815337,46,20.2183582695652
376,Dealer,0,0,2,BHK,1253.031528,1,1,Pune,18.5823,73.983,62,20.2101859354839
377,Dealer,0,0,2,BHK,1250,1,1,Pune,18.651598,73.735448,62,20.2
378,Dealer,0,0,2,BHK,1070.05855,1,1,Pune,21.721344,73.001615,53,20.1897839622642
379,Dealer,0,0,2,BHK,1045.19774,1,1,Pune,18.52783,73.875757,51.8,20.1775625482625
380,Dealer,0,1,2,BHK,1190.23603,1,1,Pune,18.490075,73.968862,59,20.1734920338983
381,Owner,0,1,2,BHK,645.0312437,1,1,Pune,18.744775,73.823649,32,20.157226365625
382,Dealer,1,1,2,BHK,985.2911545,0,1,Pune,18.669919,73.853723,48.9,20.1491033640082
383,Dealer,0,1,2,BHK,856.1643836,1,1,Pune,18.637802,73.745912,42.5,20.14504432
384,Owner,0,0,2,BHK,905.9794645,1,1,Pune,18.637802,73.745912,45,20.1328769888889
385,Owner,1,1,2,BHK,1005.025126,0,1,Pune,18.5823,73.983,50,20.10050252
386,Dealer,0,1,1,BHK,613.0653266,1,1,Pune,18.5823,73.983,30.5,20.1005025114754
387,Owner,0,1,2,BHK,1004.823151,1,1,Pune,18.5823,73.983,50,20.09646302
388,Dealer,1,0,2,BHK,1198.795181,0,1,Pune,18.5438,73.9438,59.7,20.0803212897822
389,Owner,0,1,1,BHK,692.0762287,1,1,Pune,18.5823,73.983,34.5,20.060180542029
390,Dealer,1,1,2,BHK,1044.088176,0,1,Pune,18.669919,73.853723,52.1,20.0400801535509
391,Dealer,1,1,2,BHK,936.3745498,0,1,Pune,18.651598,73.735448,46.8,20.0080032008547
392,Dealer,1,0,3,BHK,1500,0,1,Pune,18.5438,73.9438,75,20
